0.002497208471210756 4.994416526222249 1.0
0.1611941678001638 5.0007008107602156 1.0
0.32094418420297993 5.012119896807898 1.0
0.47939449501479603 4.995648075215137 1.0
0.6429516803675369 5.019676333851338 1.0
0.8016248178531982 4.995407645265153 1.0
0.9649643419552566 4.9948990984524 1.0
1.1320837085569333 5.0023318656408 1.0
1.298832081257862 4.997206835337257 1.0
1.4660136554559677 4.985238652736443 1.0
1.6446879705454704 5.000970528760605 1.0
1.8224701214708097 5.001143228983227 1.0
2.0076100508130206 5.009267412882125 1.0
2.191301221935816 5.002004160101574 1.0
2.386043139693836 5.008045442683889 1.0
2.583621677962044 5.007241805598655 1.0
2.787858392309877 5.006675324370826 1.0
3.0053533927265863 5.016034936303246 1.0
3.2115367231415837 4.993754421745958 1.0
3.441821880691746 4.996084492562315 1.0
3.679728833218817 4.994582554949278 1.0
3.949262215939959 5.0189212545318425 1.0
4.19215496186825 4.99319828729031 1.0
4.46398527348385 4.98682149134098 1.0
4.768676009449574 4.998664839312668 1.0
4.989989871323715 4.9090064591713665 1.0
4.988866885782876 4.60579851523049 1.0
5.017353415115389 4.345565389915771 1.0
4.999509386703637 4.059872032731657 1.0
4.997725337243493 3.801854318617092 1.0
4.9895473118704645 3.5515596197033195 1.0
4.999703874361562 3.3250234075234855 1.0
5.003176310208117 3.1030744570681827 1.0
5.000921113334443 2.8861719420925973 1.0
5.004264808553529 2.680210688098806 1.0
5.000776919081366 2.4775402822672543 1.0
4.999187766718675 2.282228721360933 1.0
5.0089141792119936 2.097332823312961 1.0
5.014148582903475 1.9149613619684642 1.0
5.000436649282147 1.7300740941708 1.0
5.0010285964700545 1.5545096423473 1.0
5.012500863875757 1.3853447983644411 1.0
4.976572541605928 1.2069042410238404 1.0
4.983436845477409 1.0424032173999562 1.0
4.975099855112045 0.8769593510941972 1.0
4.982931185174467 0.7162061673492107 1.0
4.992149095061762 0.556572577438422 1.0
4.9840346035362755 0.39610410715492284 1.0
